latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
51.6872,15.9825,301.2,1.2,1.1,2002-01-15,1028,Terra,MODIS,40,6.2,271.1,13.5,D,2
50.9347,16.3581,305.3,1.8,1.3,2002-01-29,1041,Terra,MODIS,61,6.2,280.8,22.5,D,0
51.686,15.9809,303.9,1,1,2002-02-02,1016,Terra,MODIS,54,6.2,278.8,9.3,D,2
51.1775,16.1103,301.2,1,1,2002-02-02,1016,Terra,MODIS,45,6.2,277.2,8.2,D,0
50.4533,24.0012,300.9,1.6,1.2,2002-02-04,1003,Terra,MODIS,43,6.2,281.2,13.1,D,0
51.6879,15.9838,315.6,1,1,2002-02-04,1003,Terra,MODIS,72,6.2,281.6,17.5,D,2
51.1795,16.1173,305.7,1,1,2002-02-04,1004,Terra,MODIS,62,6.2,282.6,9.6,D,0
51.4257,16.675,301.5,1,1,2002-02-04,1004,Terra,MODIS,47,6.2,282.3,6.9,D,0
49.6445,22.6857,308.7,1.4,1.2,2002-02-04,1004,Terra,MODIS,67,6.2,284.4,17.6,D,0
50.0612,20.1218,303,1.1,1.1,2002-02-04,1004,Terra,MODIS,47,6.2,281.6,9.3,D,0
50.0721,20.0814,301.3,1.1,1.1,2002-02-05,2019,Terra,MODIS,40,6.2,273,11.1,N,0
50.332,19.2947,300.2,1,1,2002-02-06,0951,Terra,MODIS,30,6.2,278.4,6.2,D,2
51.6884,15.9814,300.2,1.6,1.3,2002-02-14,1040,Terra,MODIS,31,6.2,275.2,14.8,D,2
50.3372,19.2874,309.3,1.1,1,2002-02-15,0945,Terra,MODIS,68,6.2,277.7,14.1,D,2
50.4192,18.152,300.5,1.1,1.1,2002-02-15,0945,Terra,MODIS,35,6.2,276.4,9.8,D,0
51.1804,16.1036,300.9,1,1,2002-02-17,2043,Terra,MODIS,35,6.2,271,9.6,N,0
51.6846,15.9808,301.2,1,1,2002-02-18,1015,Terra,MODIS,45,6.2,274.7,9,D,2
51.6839,15.9734,300.3,3.3,1.7,2002-02-28,0914,Terra,MODIS,33,6.2,278.1,40.9,D,2
50.0701,20.0836,310.3,1,1,2002-03-01,0957,Terra,MODIS,66,6.2,283.5,12.5,D,0
50.5513,20.4765,300.3,1.2,1.1,2002-03-05,0932,Terra,MODIS,34,6.2,282.4,7.3,D,0
50.384,19.058,316.8,1.3,1.1,2002-03-05,0933,Terra,MODIS,77,6.2,283.6,26,D,0
51.6842,15.9848,312.6,1,1,2002-03-05,2043,Terra,MODIS,85,6.2,275.1,16.8,N,2
50.1116,20.5958,300.7,1.5,1.2,2002-03-06,1015,Terra,MODIS,38,6.2,286.1,8.4,D,0
50.1123,20.6026,310.3,1.5,1.2,2002-03-06,1015,Terra,MODIS,70,6.2,286.7,18.7,D,0
50.4186,18.141,304.3,1.2,1.1,2002-03-06,1015,Terra,MODIS,59,6.2,287.2,8.6,D,0
50.7999,17.6702,322,1.1,1.1,2002-03-06,1015,Terra,MODIS,81,6.2,286.6,25.9,D,0
50.9958,15.5541,304.1,1,1,2002-03-06,1015,Terra,MODIS,58,6.2,284.9,7.5,D,0
51.6852,15.9785,323.4,1,1,2002-03-06,1015,Terra,MODIS,72,6.2,285.7,24.1,D,2
50.5308,17.98,300.8,1.2,1.1,2002-03-06,1015,Terra,MODIS,42,6.2,286.3,6.8,D,0
51.6828,15.993,307.8,1,1,2002-03-06,1015,Terra,MODIS,57,6.2,285.2,10.3,D,2
50.7889,19.1672,316.6,1.3,1.1,2002-03-06,1015,Terra,MODIS,77,6.2,286.6,21.3,D,0
50.1073,20.6163,303.4,1.5,1.2,2002-03-06,1015,Terra,MODIS,56,6.2,286.1,11.8,D,0
50.7914,19.1616,307.7,1.3,1.1,2002-03-06,1015,Terra,MODIS,63,6.2,286.6,11.3,D,0
50.788,19.1793,306.3,1.3,1.1,2002-03-06,1015,Terra,MODIS,53,6.2,286.5,10.5,D,0
51.1764,16.1093,302.5,1.2,1.1,2002-03-10,2102,Terra,MODIS,49,6.2,270,13.4,N,0
50.4808,16.9343,302.9,1.7,1.3,2002-03-11,1034,Terra,MODIS,52,6.2,288,10.4,D,0
50.8907,14.8338,302.1,1.3,1.1,2002-03-11,1034,Terra,MODIS,51,6.2,284.5,8.8,D,0
50.007,19.7089,305,2.3,1.5,2002-03-11,1034,Terra,MODIS,60,6.2,287.4,24,D,0
50.0144,19.6788,304.9,2.3,1.5,2002-03-11,1034,Terra,MODIS,60,6.2,287.3,24.3,D,0
50.1648,23.1218,303.4,1,1,2002-03-12,0938,Terra,MODIS,56,6.2,287.6,6,D,0
51.4906,23.3983,306.5,1,1,2002-03-12,0938,Terra,MODIS,64,6.2,284.8,9.4,D,0
49.8713,22.907,307.1,1,1,2002-03-12,0938,Terra,MODIS,65,6.2,293.1,5.7,D,0
