latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
50.336,19.2885,305.8,1.1,1,2014-01-01,2042,Terra,MODIS,66,6.2,273,13.2,N,2
50.3383,19.29,317.5,1,1,2014-01-06,0950,Terra,MODIS,78,6.2,280,19.4,D,2
50.3358,19.2999,303.8,1,1,2014-01-06,1135,Aqua,MODIS,57,6.2,279.6,8.9,D,2
50.3337,19.286,337.2,1,1,2014-01-06,1135,Aqua,MODIS,90,6.2,282.2,42.9,D,2
50.5526,16.8679,312.5,1.4,1.2,2014-01-11,0043,Aqua,MODIS,85,6.2,267.7,28.5,N,0
50.3427,19.2918,321.9,1.2,1.1,2014-01-11,0043,Aqua,MODIS,100,6.2,274.4,30.7,N,2
50.5545,16.8475,309.2,1.4,1.2,2014-01-11,0043,Aqua,MODIS,77,6.2,267.3,24.6,N,0
50.558,16.8546,337,1,1,2014-01-11,1008,Terra,MODIS,90,6.2,276.7,44.8,D,0
50.5561,16.8487,330.7,1,1,2014-01-11,1154,Aqua,MODIS,87,6.2,273.9,35.7,D,0
51.6851,15.9742,304.4,1.1,1,2014-01-18,1200,Aqua,MODIS,56,6.2,278.6,11.2,D,2
51.6843,15.9749,302,1,1,2014-02-05,1148,Aqua,MODIS,47,6.2,278.6,8.6,D,2
50.3369,19.284,303.1,1.2,1.1,2014-02-06,2017,Terra,MODIS,53,6.2,272.4,12.8,N,2
50.3417,19.2935,300.9,1.2,1.1,2014-02-06,2017,Terra,MODIS,36,6.2,271.9,12.1,N,2
50.3305,19.2795,300.3,2.2,1.4,2014-02-08,1218,Aqua,MODIS,33,6.2,283,19.9,D,2
50.3319,19.2876,301.1,2.2,1.4,2014-02-08,1218,Aqua,MODIS,44,6.2,282.8,19.9,D,2
51.6872,15.9821,307.1,1.1,1,2014-02-10,1020,Terra,MODIS,61,6.2,280.4,13.1,D,2
50.3308,19.2942,302,1.6,1.2,2014-02-10,1206,Aqua,MODIS,47,6.2,280.1,14.6,D,2
51.694,15.985,301.3,1.6,1.3,2014-02-12,0043,Aqua,MODIS,39,6.2,271.4,20.4,N,2
50.3354,19.2868,319.3,1.1,1,2014-02-13,2023,Terra,MODIS,98,6.2,272.3,24.7,N,2
51.6853,15.9847,306.8,1.2,1.1,2014-02-17,1026,Terra,MODIS,61,6.2,282.2,14.4,D,2
51.6841,15.9847,300.4,1.2,1.1,2014-02-23,0949,Terra,MODIS,35,6.2,283.6,8.3,D,2
51.6858,15.9694,310.4,1.1,1.1,2014-02-23,1136,Aqua,MODIS,70,6.2,282.7,14,D,2
51.6886,15.9851,316.3,1.1,1.1,2014-02-23,1136,Aqua,MODIS,72,6.2,282.1,19.6,D,2
53.1595,15.1036,348.8,1.1,1,2014-02-24,0107,Aqua,MODIS,100,6.2,275.5,74.1,N,0
51.6881,15.9907,310.1,1,1,2014-02-24,0108,Aqua,MODIS,79,6.2,271.9,16.2,N,0
51.6901,15.9761,303.8,1,1,2014-02-24,0108,Aqua,MODIS,57,6.2,270.7,11.9,N,0
53.1562,15.1082,305.6,1.2,1.1,2014-02-24,1032,Terra,MODIS,0,6.2,280.6,13.1,D,0
51.6829,15.986,305.1,1.4,1.2,2014-02-24,1032,Terra,MODIS,61,6.2,282.7,15.1,D,2
53.1597,15.1036,301,1.5,1.2,2014-02-24,1219,Aqua,MODIS,0,6.2,281,12.6,D,0
50.3408,19.2912,301.7,1.2,1.1,2014-02-25,0937,Terra,MODIS,0,6.2,274,7.6,D,2
50.5582,21.8105,307.7,1,1,2014-02-25,0937,Terra,MODIS,66,6.2,277,12,D,0
50.3063,20.4832,304.1,1.1,1,2014-02-25,1123,Aqua,MODIS,58,6.2,276.5,8.5,D,0
50.3088,20.4979,307.4,1.1,1,2014-02-25,1123,Aqua,MODIS,65,6.2,277.6,11.1,D,0
50.4384,21.8658,301.4,1,1,2014-02-25,1123,Aqua,MODIS,47,6.2,278.8,7.9,D,0
51.1416,16.7167,304.2,1.2,1.1,2014-02-26,1020,Terra,MODIS,58,6.2,282.3,10.7,D,0
51.1386,16.733,300.9,1.2,1.1,2014-02-26,1020,Terra,MODIS,43,6.2,281.6,8.3,D,0
51.6865,15.9848,302.8,1.1,1,2014-02-26,1020,Terra,MODIS,51,6.2,285.2,8.1,D,2
51.1762,16.1075,301.2,1.2,1.1,2014-02-26,1207,Aqua,MODIS,45,6.2,285.9,7.3,D,0
51.682,15.9823,305.2,1.2,1.1,2014-02-26,1207,Aqua,MODIS,53,6.2,287.8,10.1,D,2
52.6334,15.0398,302.5,2,1.4,2014-02-27,1112,Aqua,MODIS,52,6.2,280.1,19.4,D,0
51.686,15.9752,311.6,1,1,2014-02-27,2036,Terra,MODIS,83,6.2,272.9,17.3,N,2
51.688,15.9789,303.9,1,1,2014-02-28,1008,Terra,MODIS,50,6.2,283.9,8,D,2
50.2052,19.7137,306.3,1.2,1.1,2014-02-28,1154,Aqua,MODIS,63,6.2,285.8,10.5,D,0
49.7223,19.6689,309.6,1.2,1.1,2014-02-28,1154,Aqua,MODIS,69,6.2,285.9,13.5,D,0
50.3375,19.2883,313.6,1.1,1,2014-03-01,2023,Terra,MODIS,87,6.2,275.1,18.9,N,2
51.6837,15.9823,303.5,1.1,1,2014-03-02,0955,Terra,MODIS,53,6.2,280.8,8.1,D,2
50.3359,19.288,302.2,1,1,2014-03-02,0956,Terra,MODIS,51,6.2,284.5,6.4,D,2
50.339,19.1952,304.1,1,1,2014-03-02,1142,Aqua,MODIS,50,6.2,280.9,7.7,D,0
50.7452,16.6879,306.2,1,1,2014-03-02,1142,Aqua,MODIS,63,6.2,278.7,8.9,D,0
50.765,19.1259,302.1,1,1,2014-03-02,1142,Aqua,MODIS,51,6.2,283.3,5.8,D,0
50.7602,19.0247,309.6,1,1,2014-03-02,1142,Aqua,MODIS,56,6.2,282.5,9.7,D,0
50.7793,19.0258,310.8,1,1,2014-03-02,1142,Aqua,MODIS,70,6.2,281.6,11.5,D,0
50.7774,19.0118,309.4,1,1,2014-03-02,1142,Aqua,MODIS,69,6.2,281.8,10.6,D,0
50.3343,19.2893,333.6,1,1,2014-03-02,1142,Aqua,MODIS,89,6.2,282.8,35.5,D,2
50.3371,19.1813,309.4,1,1,2014-03-02,1142,Aqua,MODIS,65,6.2,281.3,11,D,0
51.6878,15.9802,303,1.4,1.2,2014-03-05,1213,Aqua,MODIS,54,6.2,286.2,8.9,D,2
51.5421,15.7381,303,1,1,2014-03-07,1014,Terra,MODIS,55,6.2,281.9,7.7,D,0
54.335,21.4027,301.2,1.6,1.3,2014-03-08,0918,Terra,MODIS,45,6.2,280.5,14.3,D,0
54.337,21.3773,300.3,1.6,1.3,2014-03-08,0918,Terra,MODIS,35,6.2,281.1,13.4,D,0
50.986,17.477,301.8,2.1,1.4,2014-03-08,1105,Aqua,MODIS,49,6.2,281.4,19.6,D,0
54.3463,21.4868,302.8,1.2,1.1,2014-03-08,1106,Aqua,MODIS,37,6.2,283.4,7.9,D,0
54.3403,21.5094,304.8,1.2,1.1,2014-03-08,1106,Aqua,MODIS,54,6.2,283.1,9.4,D,0
54.3408,21.2373,301.8,1.2,1.1,2014-03-08,1106,Aqua,MODIS,49,6.2,283.5,8.8,D,0
54.3949,20.6331,301.9,1.3,1.1,2014-03-08,1106,Aqua,MODIS,50,6.2,281.4,8.3,D,0
54.3667,21.3205,303.2,1.2,1.1,2014-03-08,1106,Aqua,MODIS,55,6.2,284,9.2,D,0
51.6878,15.9748,312.3,1.1,1.1,2014-03-08,2030,Terra,MODIS,85,6.2,272.1,20.3,N,0
51.6845,15.982,314.2,1.1,1.1,2014-03-08,2030,Terra,MODIS,89,6.2,272.7,22,N,2
53.0575,17.1622,300.1,1,1,2014-03-09,1001,Terra,MODIS,28,6.2,283.2,5.9,D,0
50.3365,19.2924,300.5,1.1,1,2014-03-09,1002,Terra,MODIS,38,6.2,286.5,5.4,D,2
50.4139,18.1464,302.6,1,1,2014-03-09,1002,Terra,MODIS,46,6.2,285.6,6.5,D,0
53.2634,15.2444,300.7,1,1,2014-03-09,1148,Aqua,MODIS,41,6.2,284.4,5,D,0
50.3335,19.2822,304.6,1.1,1,2014-03-09,1148,Aqua,MODIS,56,6.2,290.2,6.7,D,2
52.3583,21.1631,300.2,1.3,1.1,2014-03-09,1148,Aqua,MODIS,32,6.2,286.2,6.9,D,0
52.8828,16.2723,305.5,1,1,2014-03-09,1148,Aqua,MODIS,62,6.2,286.7,7.8,D,0
52.746,15.5888,300.7,1,1,2014-03-09,1148,Aqua,MODIS,41,6.2,285.5,4.6,D,0
51.2484,16.7346,320.9,1,1,2014-03-09,1148,Aqua,MODIS,80,6.2,288.7,19.1,D,0
51.6862,15.9796,311.6,1,1,2014-03-09,1148,Aqua,MODIS,62,6.2,289.9,11.1,D,2
50.5116,16.9069,305.1,1,1,2014-03-09,1148,Aqua,MODIS,61,6.2,285.7,6.6,D,0
51.1749,16.1103,302.1,1,1,2014-03-09,1148,Aqua,MODIS,50,6.2,289.2,4.9,D,0
50.8601,17.0046,329.4,1,1,2014-03-09,1148,Aqua,MODIS,86,6.2,289.3,27.8,D,0
52.0546,15.2092,303.7,1,1,2014-03-09,1148,Aqua,MODIS,57,6.2,290.9,5.9,D,0
50.4166,18.1393,312.4,1,1,2014-03-09,1148,Aqua,MODIS,68,6.2,289.9,11.9,D,0
52.5819,19.6718,310.6,1.1,1.1,2014-03-09,1148,Aqua,MODIS,70,6.2,286,12.8,D,0
50.8621,17.0185,304,1,1,2014-03-09,1148,Aqua,MODIS,58,6.2,289.2,5.1,D,0
50.3354,19.2968,300.1,1.1,1,2014-03-09,1148,Aqua,MODIS,15,6.2,288.4,4,D,2
51.3755,19.1378,301.1,1.1,1,2014-03-09,1148,Aqua,MODIS,39,6.2,286.9,6,D,0
53.012,14.9419,303.1,1,1,2014-03-09,1148,Aqua,MODIS,41,6.2,281.3,6.8,D,0
50.8344,16.8871,303.4,1,1,2014-03-09,1148,Aqua,MODIS,56,6.2,288.5,5,D,0
53.6611,15.1541,302.4,1,1,2014-03-09,1149,Aqua,MODIS,52,6.2,285.9,5.9,D,0
54.3817,20.6836,301.5,1.3,1.1,2014-03-09,1149,Aqua,MODIS,47,6.2,282.1,8.7,D,0
53.6588,15.1393,302.3,1,1,2014-03-09,1149,Aqua,MODIS,52,6.2,286.6,5.9,D,0
54.3568,20.9436,301.7,1.3,1.1,2014-03-09,1149,Aqua,MODIS,48,6.2,283.3,9.2,D,0
54.3588,20.9638,300.8,1.3,1.1,2014-03-09,1149,Aqua,MODIS,42,6.2,283.8,8.6,D,0
54.3615,21.3201,317.6,1.4,1.2,2014-03-09,1149,Aqua,MODIS,78,6.2,283.5,27.3,D,0
54.3791,21.1734,300.9,2.3,1.5,2014-03-10,0905,Terra,MODIS,42,6.2,283.8,19.8,D,0
54.3952,20.6531,302.4,2.5,1.5,2014-03-10,1043,Terra,MODIS,41,6.2,286.2,20.1,D,0
50.8819,20.5856,302.7,3.3,1.7,2014-03-10,1044,Terra,MODIS,53,6.2,284.8,36.4,D,0
