latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
50.3358,19.2915,328.2,1,1,2004-01-02,0957,Terra,MODIS,0,6.2,268.9,33.3,D,2
50.0753,20.0843,300.6,1,1,2004-02-02,2024,Terra,MODIS,30,6.2,275.2,9.1,N,0
51.6836,15.9707,304.2,1.1,1.1,2004-02-09,2030,Terra,MODIS,59,6.2,269.4,14.1,N,2
51.6864,15.9864,311.5,1.1,1.1,2004-02-09,2030,Terra,MODIS,83,6.2,270.1,19.8,N,2
50.4171,20.5791,329.3,1,1,2004-02-21,1126,Aqua,MODIS,86,6.2,277.8,32.2,D,0
51.6863,15.9836,313.8,1.3,1.1,2004-02-21,1127,Aqua,MODIS,64,6.2,276.5,22.9,D,2
53.6841,14.5654,315,1.3,1.1,2004-02-21,1127,Aqua,MODIS,0,6.2,276.5,24.8,D,0
51.2191,15.1029,304.3,1.4,1.2,2004-02-21,1127,Aqua,MODIS,59,6.2,278.5,15.4,D,0
51.683,15.9663,303.4,1.3,1.1,2004-02-21,1127,Aqua,MODIS,53,6.2,277.2,13.1,D,2
52.3224,15.4397,305.3,1.1,1,2004-02-24,1157,Aqua,MODIS,61,6.2,276.4,11.4,D,0
53.138,14.5847,310,1,1,2004-02-24,1158,Aqua,MODIS,69,6.2,275.9,14.4,D,0
53.14,14.6,310.5,1,1,2004-02-24,1158,Aqua,MODIS,70,6.2,275.4,14.8,D,0
51.6838,15.9882,307.2,1,1,2004-03-03,2036,Terra,MODIS,71,6.2,269.3,14.6,N,2
51.69,15.9819,303.2,1.1,1,2004-03-06,0956,Terra,MODIS,55,6.2,277.2,9.9,D,2
51.4031,15.7882,302,1.1,1,2004-03-06,0956,Terra,MODIS,50,6.2,276.3,9.8,D,0
53.1175,15.5578,301.7,1,1,2004-03-06,1139,Aqua,MODIS,37,6.2,266.8,8.8,D,0
53.1087,15.5617,305.3,1,1,2004-03-06,1139,Aqua,MODIS,53,6.2,266.6,11,D,0
52.8308,15.6936,330.7,1,1,2004-03-06,1139,Aqua,MODIS,87,6.2,274.6,34.9,D,0
52.839,15.864,302.5,1,1,2004-03-06,1139,Aqua,MODIS,53,6.2,274.7,9.2,D,0
51.2455,16.4317,319.6,1,1,2004-03-06,1139,Aqua,MODIS,79,6.2,280.5,21,D,0
51.6865,15.9793,314.9,1,1,2004-03-06,1139,Aqua,MODIS,65,6.2,279.9,17.3,D,2
51.4264,16.0447,300.6,1,1,2004-03-06,1139,Aqua,MODIS,39,6.2,278.8,7.7,D,0
51.2367,16.4353,300.9,1,1,2004-03-06,1139,Aqua,MODIS,25,6.2,280.1,6.3,D,0
51.7876,15.1121,307.1,1.1,1,2004-03-06,1139,Aqua,MODIS,65,6.2,277,13,D,0
54.2302,16.2777,303,1,1,2004-03-06,1140,Aqua,MODIS,55,6.2,270.8,9.4,D,0
54.4011,20.636,317.7,1.2,1.1,2004-03-11,1013,Terra,MODIS,78,6.2,277.2,26.3,D,0
53.0638,17.8108,313.4,4,1.9,2004-03-12,1241,Aqua,MODIS,74,6.2,279.9,113.8,D,0
53.0645,17.8712,301.2,4,1.9,2004-03-12,1241,Aqua,MODIS,45,6.2,279.4,55.1,D,0
