latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
51.6787,15.9869,305.1,1.7,1.3,2009-01-19,1121,Aqua,MODIS,46,6.2,275.4,23.3,D,2
51.6857,15.9886,300.4,1,1,2009-01-25,0111,Aqua,MODIS,26,6.2,271.4,9.7,N,2
51.6875,15.9757,310.8,1,1,2009-01-26,2049,Terra,MODIS,81,6.2,271.1,16.3,N,2
51.6855,15.9844,314.9,1,1,2009-02-05,1015,Terra,MODIS,71,6.2,278.5,17.9,D,2
51.6896,15.9766,309,1.1,1,2009-03-04,0956,Terra,MODIS,57,6.2,281.6,12,D,2
51.6834,15.9841,317.1,1.1,1,2009-03-04,0956,Terra,MODIS,77,6.2,282,20.8,D,2
50.3318,19.2963,312.4,1,1,2009-03-04,0956,Terra,MODIS,54,6.2,273.7,14.7,D,2
51.6877,15.9922,304.6,1.1,1,2009-03-04,0956,Terra,MODIS,40,6.2,280.7,8.6,D,2
51.6876,15.9798,300.7,1,1,2009-03-04,1146,Aqua,MODIS,35,6.2,283.1,5.9,D,2
51.6832,15.9857,300.4,1.9,1.4,2009-03-08,0932,Terra,MODIS,31,6.2,279.7,17.4,D,2
51.468,15.4992,301.7,1,1,2009-03-18,1009,Terra,MODIS,48,6.2,282.2,6.9,D,0
51.6886,15.9832,309.5,1,1,2009-03-25,1015,Terra,MODIS,61,6.2,274.3,13,D,2
51.6851,15.9771,307.1,1.1,1,2009-03-25,1205,Aqua,MODIS,0,6.2,269.2,13.2,D,2
53.7494,21.9814,303.6,1.1,1,2009-03-31,0937,Terra,MODIS,56,6.2,285.9,7.1,D,0
51.6818,15.9785,301.5,1.6,1.3,2009-03-31,0938,Terra,MODIS,47,6.2,288.8,10,D,2
53.1392,17.8319,311.6,4.5,1.9,2009-03-31,1115,Terra,MODIS,49,6.2,283.2,108.3,D,0
53.139,17.8397,310.3,4.5,1.9,2009-03-31,1115,Terra,MODIS,37,6.2,283,100.7,D,0
50.4127,18.5604,310.1,1.2,1.1,2009-03-31,1128,Aqua,MODIS,66,6.2,288.3,13.2,D,0
50.4188,18.5936,304.2,1.2,1.1,2009-03-31,1128,Aqua,MODIS,51,6.2,288.3,7.6,D,0
51.6802,15.9808,305.4,1.4,1.2,2009-03-31,1128,Aqua,MODIS,53,6.2,292.5,10.6,D,2
51.1312,22.1701,311.9,1,1,2009-03-31,1128,Aqua,MODIS,72,6.2,288.6,11.6,D,0
51.3442,19.665,318.3,1.1,1,2009-03-31,1128,Aqua,MODIS,78,6.2,288.9,18.4,D,0
54.3663,21.6822,301,1,1,2009-03-31,1129,Aqua,MODIS,36,6.2,272.9,6.2,D,0
54.362,21.652,301.5,1,1,2009-03-31,1129,Aqua,MODIS,46,6.2,272,6.6,D,0
51.6878,15.9925,300.2,1.2,1.1,2009-04-01,0100,Aqua,MODIS,21,6.2,273.4,12.3,N,2
51.6873,15.972,313,1.1,1,2009-04-01,1021,Terra,MODIS,73,6.2,292.9,13,D,2
51.0866,15.4391,301.7,1.1,1,2009-04-01,1021,Terra,MODIS,48,6.2,289.4,5.9,D,0
51.6845,15.9874,313.9,1.1,1,2009-04-01,1021,Terra,MODIS,74,6.2,293.2,13.7,D,2
52.9819,14.4124,303.4,1,1,2009-04-01,1021,Terra,MODIS,56,6.2,287.3,5.2,D,0
50.6074,19.1404,302.1,1.5,1.2,2009-04-01,1021,Terra,MODIS,51,6.2,289.9,7,D,0
51.0142,15.7516,301.3,1.2,1.1,2009-04-01,1211,Aqua,MODIS,46,6.2,289.7,4.7,D,0
51.6818,15.9853,316.9,1.2,1.1,2009-04-01,1211,Aqua,MODIS,67,6.2,295.2,17.2,D,2
49.9931,19.5726,302,1.6,1.2,2009-04-01,1211,Aqua,MODIS,50,6.2,289.9,7.3,D,0
50.9215,14.8681,304.5,1.1,1,2009-04-01,1211,Aqua,MODIS,56,6.2,290.7,5.2,D,0
50.7848,19.6832,301.7,1.7,1.3,2009-04-01,1211,Aqua,MODIS,40,6.2,291.1,7.6,D,0
51.5902,15.8083,350.8,1.2,1.1,2009-04-01,1211,Aqua,MODIS,84,6.2,290.5,81.2,D,0
51.6799,15.9681,310.9,1.2,1.1,2009-04-01,1211,Aqua,MODIS,67,6.2,294.3,11.2,D,2
51.5883,15.7915,336.1,1.2,1.1,2009-04-01,1211,Aqua,MODIS,68,6.2,288.2,46.9,D,0
50.7961,19.681,302.7,1.7,1.3,2009-04-01,1211,Aqua,MODIS,45,6.2,291.2,8.9,D,0
50.9153,19.0662,301.3,1.6,1.2,2009-04-01,1211,Aqua,MODIS,38,6.2,290.9,7.5,D,0
54.3209,21.5238,326.3,1.4,1.2,2009-04-02,0925,Terra,MODIS,84,6.2,283.1,39,D,0
54.3489,21.9657,302.6,1.3,1.1,2009-04-02,0925,Terra,MODIS,50,6.2,282.3,9.1,D,0
54.3228,21.5025,307.9,1.4,1.2,2009-04-02,0925,Terra,MODIS,31,6.2,283.3,12.8,D,0
54.3508,21.9453,301.1,1.3,1.1,2009-04-02,0925,Terra,MODIS,33,6.2,282.3,7.7,D,0
54.3386,21.9627,308.3,1.3,1.1,2009-04-02,0925,Terra,MODIS,67,6.2,283.3,14.5,D,0
52.5242,23.0764,309.6,1.2,1.1,2009-04-02,0925,Terra,MODIS,69,6.2,286.5,12.7,D,0
54.3333,21.5052,312.3,1.4,1.2,2009-04-02,0925,Terra,MODIS,72,6.2,285.7,19.6,D,0
54.3313,21.5266,322.1,1.4,1.2,2009-04-02,0925,Terra,MODIS,81,6.2,285.3,33.5,D,0
50.0741,20.0814,303.3,1.4,1.2,2009-04-02,0926,Terra,MODIS,52,6.2,286.2,7.9,D,0
50.3948,23.7939,304.7,1.1,1,2009-04-02,0926,Terra,MODIS,47,6.2,284.5,6.2,D,0
50.4039,23.7967,316.1,1.1,1,2009-04-02,0926,Terra,MODIS,76,6.2,286.5,15.7,D,0
50.4005,23.7766,308.8,1.1,1,2009-04-02,1115,Aqua,MODIS,67,6.2,288,8.4,D,0
50.394,23.7949,309.4,1.1,1,2009-04-02,1115,Aqua,MODIS,64,6.2,288.1,8.9,D,0
54.362,21.9031,316.6,1.1,1,2009-04-02,1116,Aqua,MODIS,59,6.2,283.5,15.6,D,0
54.3531,21.9075,315.4,1.1,1,2009-04-02,1116,Aqua,MODIS,29,6.2,283.2,14,D,0
50.36,19.0167,305.2,1.6,1.2,2009-04-02,1116,Aqua,MODIS,61,6.2,292.2,9.6,D,0
54.3594,21.8874,311.5,1.1,1,2009-04-02,1116,Aqua,MODIS,28,6.2,283.7,11.2,D,0
51.2727,20.7636,301,1.3,1.1,2009-04-02,1116,Aqua,MODIS,41,6.2,290.1,5.1,D,0
51.685,15.9711,301.1,2,1.4,2009-04-02,1116,Aqua,MODIS,44,6.2,291.1,10.9,D,2
54.3657,21.8777,304,1.1,1,2009-04-02,1116,Aqua,MODIS,54,6.2,283.7,7.4,D,0
54.3614,22.0728,310.4,1,1,2009-04-02,1116,Aqua,MODIS,69,6.2,283.9,10.6,D,0
51.1,23.4179,304.8,1.1,1,2009-04-02,1116,Aqua,MODIS,60,6.2,290.6,5.2,D,0
52.9276,23.7731,310.5,1,1,2009-04-02,1116,Aqua,MODIS,0,6.2,283.4,11.6,D,0
50.3531,19.3251,303.2,1.5,1.2,2009-04-02,1116,Aqua,MODIS,54,6.2,291.7,8.3,D,0
50.3555,18.9957,305,1.6,1.2,2009-04-02,1116,Aqua,MODIS,60,6.2,290.9,9.5,D,0
54.3588,22.0572,308.9,1,1,2009-04-02,1116,Aqua,MODIS,68,6.2,284.5,9.6,D,0
51.6335,16.579,303.4,1.9,1.3,2009-04-02,1116,Aqua,MODIS,56,6.2,290.2,13,D,0
51.6394,16.6046,302.2,1.9,1.3,2009-04-02,1116,Aqua,MODIS,51,6.2,289.4,11.3,D,0
54.3786,21.3481,303.3,1.1,1,2009-04-02,1117,Aqua,MODIS,56,6.2,284.8,7.1,D,0
54.3541,21.6953,307.9,1.1,1,2009-04-02,1117,Aqua,MODIS,66,6.2,282.2,9.8,D,0
54.3319,21.3949,302.6,1.1,1,2009-04-02,1117,Aqua,MODIS,53,6.2,285.4,6.4,D,0
54.4069,20.6311,303.7,1.1,1.1,2009-04-02,1117,Aqua,MODIS,57,6.2,276.1,9.4,D,0
50.0569,19.6241,301,1,1,2009-04-02,2036,Terra,MODIS,36,6.2,276.2,8.8,N,0
54.358,22.0352,305.4,1.2,1.1,2009-04-03,1008,Terra,MODIS,54,6.2,286.1,8.3,D,0
50.5227,23.9885,300.4,1.8,1.3,2009-04-03,1008,Terra,MODIS,36,6.2,279.3,10.7,D,0
52.3241,21.1167,315.5,1.2,1.1,2009-04-03,1008,Terra,MODIS,76,6.2,292.7,17.2,D,0
52.3207,21.1342,315.2,1.2,1.1,2009-04-03,1008,Terra,MODIS,75,6.2,291.6,16.8,D,0
50.8962,22.2178,301.5,1.5,1.2,2009-04-03,1008,Terra,MODIS,48,6.2,282.9,8.6,D,0
51.7107,18.4238,311.5,1.1,1,2009-04-03,1008,Terra,MODIS,71,6.2,286.9,11.2,D,0
51.7504,18.3607,306.1,1.1,1,2009-04-03,1008,Terra,MODIS,63,6.2,289.7,6.7,D,0
51.8609,18.0331,309.8,1,1,2009-04-03,1008,Terra,MODIS,41,6.2,287.7,7.4,D,0
51.8634,18.0183,313.4,1,1,2009-04-03,1008,Terra,MODIS,60,6.2,287.9,10.3,D,0
51.8723,18.0222,312.7,1,1,2009-04-03,1008,Terra,MODIS,47,6.2,288,9.7,D,0
51.9129,18.0081,302.9,1,1,2009-04-03,1008,Terra,MODIS,54,6.2,287.9,4.6,D,0
51.9449,22.3355,303.8,1.4,1.2,2009-04-03,1008,Terra,MODIS,57,6.2,289.2,8.2,D,0
54.3778,20.8566,302.9,1.1,1.1,2009-04-03,1008,Terra,MODIS,54,6.2,288.6,6,D,0
54.3942,20.5152,307.9,1.1,1,2009-04-03,1008,Terra,MODIS,66,6.2,288.6,10,D,0
