latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
51.6849,15.9754,300.3,1.6,1.3,2015-01-01,1038,Terra,MODIS,30,6.2,274.4,15.2,D,2
50.3381,19.2923,300.2,1.3,1.1,2015-01-01,2011,Terra,MODIS,19,6.2,267.5,14.3,N,2
51.6844,15.9827,305,1,1,2015-01-04,2042,Terra,MODIS,63,6.2,272.1,11.9,N,2
50.3398,19.285,309.2,1,1,2015-01-13,2036,Terra,MODIS,77,6.2,274.9,14.2,N,2
50.0737,20.0864,302.1,1.1,1,2015-01-14,0043,Aqua,MODIS,47,6.2,273.5,11.4,N,0
50.3358,19.2989,316,1,1,2015-01-16,0956,Terra,MODIS,76,6.2,278.2,18.5,D,2
50.3379,19.285,311.8,1,1,2015-01-16,0956,Terra,MODIS,72,6.2,279.6,15.1,D,2
50.0789,21.9277,313.2,1.1,1.1,2015-01-16,1141,Aqua,MODIS,73,6.2,278.7,18.7,D,0
50.3348,19.2831,300.1,1,1,2015-01-16,1142,Aqua,MODIS,24,6.2,281.7,6.8,D,2
51.1741,16.1198,301.4,1.1,1,2015-01-18,2054,Terra,MODIS,41,6.2,270.7,10.9,N,0
50.3315,19.278,301.3,2.1,1.4,2015-01-28,1953,Terra,MODIS,40,6.2,265.6,30.8,N,2
50.3407,19.2861,302.6,1.2,1.1,2015-02-12,0937,Terra,MODIS,53,6.2,277.1,11.5,D,2
50.3352,19.2897,319.3,1.2,1.1,2015-02-12,2048,Terra,MODIS,98,6.2,271.7,28.8,N,2
51.6836,15.9771,302.8,1.1,1,2015-02-13,1020,Terra,MODIS,47,6.2,277.3,10.6,D,2
51.6849,15.9749,303.8,1.2,1.1,2015-02-13,1207,Aqua,MODIS,54,6.2,281.7,11.7,D,2
50.3363,19.3015,302.8,1.2,1.1,2015-02-15,1008,Terra,MODIS,54,6.2,278.4,11.1,D,2
51.6824,15.9831,307.7,1,1,2015-02-15,1008,Terra,MODIS,62,6.2,278.1,12,D,2
50.3393,19.2856,309,1.2,1.1,2015-02-15,1008,Terra,MODIS,68,6.2,280.3,16.3,D,2
51.569,15.841,317.3,1,1,2015-02-15,1155,Aqua,MODIS,59,6.2,279.7,18.6,D,0
51.5671,15.8267,344.3,1,1,2015-02-15,1155,Aqua,MODIS,0,6.2,281,55.1,D,0
50.3785,23.699,320.5,1.3,1.1,2015-02-16,1059,Aqua,MODIS,80,6.2,274,34.1,D,0
50.4394,22.9562,309.8,1.1,1.1,2015-02-17,0031,Aqua,MODIS,78,6.2,265.6,18.7,N,0
54.3924,20.6395,305.9,1,1,2015-02-17,0955,Terra,MODIS,52,6.2,272.8,10.4,D,0
