latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
51.6881,15.9788,302.2,1.6,1.3,2003-01-16,1039,Terra,MODIS,48,6.2,275.8,18.9,D,2
50.3376,19.2998,304.6,1.1,1,2003-01-20,0046,Aqua,MODIS,61,6.2,269.3,13.2,N,2
51.6847,15.9792,308.7,1,1,2003-01-20,1015,Terra,MODIS,67,6.2,276.4,13.9,D,2
51.6862,15.9843,306.7,1.3,1.1,2003-01-30,2025,Terra,MODIS,69,6.2,269.7,19.1,N,2
51.6855,15.9711,306,1,1,2003-02-11,2049,Terra,MODIS,66,6.2,267.3,13.3,N,2
51.6874,15.9856,307.2,1,1,2003-02-11,2049,Terra,MODIS,71,6.2,268,14,N,2
52.0464,15.2567,305.6,1,1,2003-02-14,1151,Aqua,MODIS,62,6.2,275.4,11.3,D,0
52.033,15.0968,305.5,2.9,1.6,2003-02-22,1240,Aqua,MODIS,61,6.2,279,48.9,D,0
52.0324,15.0926,303.4,2.9,1.6,2003-02-22,1240,Aqua,MODIS,56,6.2,279.1,43,D,0
50.3398,19.2854,301.7,1.1,1,2003-02-23,1002,Terra,MODIS,48,6.2,276.4,9.8,D,2
52.0409,15.2086,300,1.1,1,2003-02-23,1002,Terra,MODIS,22,6.2,274.7,8.4,D,0
50.3373,19.2999,301.1,1.1,1,2003-02-23,1002,Terra,MODIS,45,6.2,274.4,9.4,D,2
52.0436,15.2032,303.1,1,1,2003-02-23,1145,Aqua,MODIS,55,6.2,278.7,8.7,D,0
51.4381,16.3913,308.3,1,1,2003-02-23,1145,Aqua,MODIS,67,6.2,278.3,11.9,D,0
52.5707,14.8809,303.8,2,1.4,2003-02-24,1228,Aqua,MODIS,57,6.2,281.2,23.2,D,0
52.5581,14.8825,300.2,2,1.4,2003-02-24,1228,Aqua,MODIS,29,6.2,280.3,17.1,D,0
51.7124,14.8595,307.1,1.2,1.1,2003-02-25,1132,Aqua,MODIS,65,6.2,281.3,14.5,D,0
51.0439,19.2883,301.8,1,1,2003-02-25,1132,Aqua,MODIS,49,6.2,277.7,8.6,D,0
51.5553,15.7202,308.9,1.1,1.1,2003-02-25,1132,Aqua,MODIS,64,6.2,279.6,14.9,D,0
51.4214,15.9147,305.1,1.1,1.1,2003-02-25,1132,Aqua,MODIS,61,6.2,279.6,11.9,D,0
51.6861,15.9772,311.8,1.1,1.1,2003-02-25,1132,Aqua,MODIS,68,6.2,280,17.3,D,2
51.4435,17.0205,306.1,1.1,1,2003-02-25,1132,Aqua,MODIS,55,6.2,279.6,11.5,D,0
51.7092,14.8426,319.9,1.2,1.1,2003-02-25,1132,Aqua,MODIS,80,6.2,282.4,28.2,D,0
51.6904,15.979,312.4,1.4,1.2,2003-02-26,1033,Terra,MODIS,72,6.2,278.9,25.1,D,2
51.5152,15.4637,302.5,1.5,1.2,2003-02-26,1215,Aqua,MODIS,52,6.2,282,14.1,D,0
51.421,16.1705,309.2,1.6,1.2,2003-02-27,0938,Terra,MODIS,68,6.2,279.9,24.6,D,0
50.0732,20.0869,306.5,1.1,1,2003-02-27,1119,Aqua,MODIS,64,6.2,278.4,12.9,D,0
51.6835,15.9777,305.3,1.4,1.2,2003-02-27,1120,Aqua,MODIS,0,6.2,282.3,15.3,D,2
52.0647,15.2397,321.7,1.5,1.2,2003-02-27,1120,Aqua,MODIS,81,6.2,280.3,39.9,D,0
52.0603,15.2187,327.2,1.5,1.2,2003-02-27,1120,Aqua,MODIS,85,6.2,282.6,51,D,0
52.0499,15.2245,304.1,1.5,1.2,2003-02-27,1120,Aqua,MODIS,43,6.2,282.8,13.7,D,0
51.1518,16.6455,309.8,1.4,1.2,2003-02-27,1120,Aqua,MODIS,69,6.2,279,19.9,D,0
51.776,15.8564,306.9,1.4,1.2,2003-02-27,1120,Aqua,MODIS,64,6.2,280.8,18.6,D,0
51.1472,16.6527,303.5,1.4,1.2,2003-02-27,1120,Aqua,MODIS,56,6.2,278.5,13.6,D,0
51.685,15.9796,327,1,1,2003-02-27,2049,Terra,MODIS,100,6.2,272.8,31.5,N,2
51.0537,19.3032,304.6,1.1,1.1,2003-03-02,1008,Terra,MODIS,59,6.2,275.4,12.8,D,0
51.9876,14.7475,303.6,1,1,2003-03-02,1008,Terra,MODIS,56,6.2,276.3,9.5,D,0
53.6867,14.5622,334.8,1.1,1,2003-03-02,1008,Terra,MODIS,0,6.2,275.3,42.6,D,0
50.3366,19.2821,314.5,1.2,1.1,2003-03-02,1150,Aqua,MODIS,75,6.2,275.5,21.3,D,2
54.5265,16.8044,320.3,1.1,1,2003-03-02,1151,Aqua,MODIS,72,6.2,274.3,26,D,0
52.8676,14.1652,311.7,1,1,2003-03-02,1151,Aqua,MODIS,68,6.2,277.7,14.4,D,0
51.6834,15.9789,305.5,1,1,2003-03-02,1151,Aqua,MODIS,58,6.2,276.1,10.8,D,2
52.8459,15.7748,320.7,2.7,1.6,2003-03-03,1234,Aqua,MODIS,80,6.2,275.2,94.7,D,0
52.8413,15.7845,320.6,2.7,1.6,2003-03-03,1234,Aqua,MODIS,80,6.2,275.8,94.7,D,0
52.8396,15.7445,300.4,2.7,1.6,2003-03-03,1234,Aqua,MODIS,37,6.2,275,32.1,D,0
54.011,16.0314,309.4,1.2,1.1,2003-03-04,0955,Terra,MODIS,69,6.2,276.4,16.5,D,0
52.5878,19.6848,316,1,1,2003-03-04,0956,Terra,MODIS,0,6.2,271.8,17.1,D,0
52.5856,19.6992,327.5,1,1,2003-03-04,0956,Terra,MODIS,0,6.2,271.3,28.9,D,0
53.1477,14.976,315.4,1,1,2003-03-04,1139,Aqua,MODIS,76,6.2,277.5,18.3,D,0
52.8154,15.6397,303.4,1,1,2003-03-04,1139,Aqua,MODIS,37,6.2,278.3,7.9,D,0
53.1502,14.9912,308.3,1,1,2003-03-04,1139,Aqua,MODIS,67,6.2,277,12.4,D,0
52.8219,15.6315,316.7,1,1,2003-03-04,1139,Aqua,MODIS,77,6.2,278.5,19.5,D,0
54.424,16.5029,301.7,1,1,2003-03-04,1139,Aqua,MODIS,48,6.2,276.7,8,D,0
54.3515,16.9082,305.1,1,1,2003-03-04,1139,Aqua,MODIS,60,6.2,275,10,D,0
52.8243,15.6463,300,1,1,2003-03-04,1139,Aqua,MODIS,23,6.2,277.8,7.7,D,0
53.6907,14.6032,326.6,1.3,1.1,2003-03-05,1038,Terra,MODIS,84,6.2,275,40.6,D,0
52.707,15.3698,317.8,1.4,1.2,2003-03-05,1038,Terra,MODIS,78,6.2,277.7,33.4,D,0
51.7181,15.7349,310.5,1.6,1.2,2003-03-05,1039,Terra,MODIS,70,6.2,274.7,26.1,D,0
51.7181,15.7405,304.7,1.6,1.2,2003-03-05,1039,Terra,MODIS,60,6.2,274.9,20.1,D,0
52.4194,14.5806,304.2,1.6,1.3,2003-03-05,1221,Aqua,MODIS,58,6.2,279.9,17.8,D,0
52.4175,14.5564,307.3,1.6,1.3,2003-03-05,1221,Aqua,MODIS,65,6.2,280.5,21.7,D,0
53.6893,14.6122,300.9,1.7,1.3,2003-03-05,1222,Aqua,MODIS,43,6.2,273.9,17.2,D,0
51.6847,15.9727,304.9,1.7,1.3,2003-03-05,2012,Terra,MODIS,62,6.2,268.8,26.9,N,2
52.0029,15.1357,300.7,1.5,1.2,2003-03-06,0943,Terra,MODIS,41,6.2,273.5,15.4,D,0
50.3316,19.2911,309.6,1.1,1,2003-03-06,0944,Terra,MODIS,69,6.2,274.6,14,D,2
50.3407,19.2939,302.7,1.1,1,2003-03-06,0944,Terra,MODIS,49,6.2,274.4,9.2,D,2
51.484,16.9138,301.7,1.3,1.1,2003-03-06,0944,Terra,MODIS,49,6.2,274.6,11.9,D,0
51.4859,16.8954,303.4,1.3,1.1,2003-03-06,0944,Terra,MODIS,56,6.2,274.2,13.6,D,0
51.7162,15.4873,300.6,1.3,1.1,2003-03-06,1126,Aqua,MODIS,39,6.2,274.9,11.5,D,0
51.1544,16.9082,306.6,1.2,1.1,2003-03-06,1126,Aqua,MODIS,64,6.2,277.6,13.2,D,0
51.1669,16.9202,301.2,1.2,1.1,2003-03-06,1126,Aqua,MODIS,28,6.2,277.7,8.7,D,0
51.1638,16.9037,303.5,1.2,1.1,2003-03-06,1126,Aqua,MODIS,44,6.2,277.3,10.4,D,0
51.6842,15.9778,308.5,1.3,1.1,2003-03-06,1126,Aqua,MODIS,63,6.2,277.8,16.9,D,2
51.3785,17.394,301.8,1.1,1.1,2003-03-06,1126,Aqua,MODIS,49,6.2,277.9,10,D,0
52.0051,15.1308,301.8,1.3,1.1,2003-03-06,1126,Aqua,MODIS,49,6.2,273.1,12.9,D,0
51.1575,16.9246,307,1.2,1.1,2003-03-06,1126,Aqua,MODIS,65,6.2,277.9,13.4,D,0
50.6553,20.4864,313.1,2,1.4,2003-03-07,1026,Terra,MODIS,73,6.2,276.1,43.8,D,0
50.3397,19.2876,300.4,1.3,1.1,2003-03-08,0932,Terra,MODIS,36,6.2,280.4,10.5,D,2
50.4441,17.2043,328.9,1.6,1.2,2003-03-08,1113,Aqua,MODIS,75,6.2,277.9,61.8,D,0
54.4924,16.5089,303.3,1.3,1.2,2003-03-08,1114,Aqua,MODIS,52,6.2,279.1,11.9,D,0
53.8456,16.2774,300.9,1.4,1.2,2003-03-08,1114,Aqua,MODIS,43,6.2,279.1,11.6,D,0
53.8422,16.2845,305,1.4,1.2,2003-03-08,1114,Aqua,MODIS,60,6.2,279.3,16.6,D,0
51.3322,16.6605,301.1,1.6,1.2,2003-03-08,1114,Aqua,MODIS,45,6.2,281.1,13.5,D,0
51.5604,16.3846,301.3,1.6,1.3,2003-03-08,1114,Aqua,MODIS,41,6.2,279.9,12.4,D,0
54.5022,16.5029,302.3,1.3,1.2,2003-03-08,1114,Aqua,MODIS,42,6.2,279.3,10.8,D,0
